epoch,acc,loss,val_acc,val_loss
0,0.4287167449185919,2.1705683748487017,0.7323590814196242,0.7145120920866168
1,0.6598746082065248,0.8785063656800219,0.8201461378368305,0.49512997290784483
2,0.7531298904724897,0.6453003043113553,0.8722338204841773,0.37247728455290663
3,0.8010172143974961,0.5191159158245499,0.9132567849935719,0.2617925551651913
4,0.8400470219809434,0.4277911639886216,0.9417536534446764,0.2043468780208978
5,0.8657276995305164,0.35415637963254687,0.9659707724425888,0.13783270831770092
6,0.8920187793613786,0.29092639460809916,0.9754697286012526,0.10382863349730385
7,0.9090909091095939,0.24938496302661478,0.9869519832985386,0.08060519643174581
8,0.9233959311610657,0.20814597546961014,0.994258872651357,0.0514376485257532
9,0.9407668231611893,0.17340981959597046,0.996972860125261,0.03729975166067574
10,0.9492957746665429,0.14747492002209586,0.9987473903966597,0.026595859783886306
