epoch,acc,loss,val_acc,val_loss
0,0.3163704689591248,2.6233208808045525,0.5188541666666666,1.2593312400579453
1,0.49988256478976,1.3188705212179743,0.6522511229499635,0.9280936371865447
2,0.6016789581150251,1.0295464125342484,0.7526376266645362,0.6755053008236532
3,0.6790625,0.823137152120471,0.819387861700575,0.5237926310672539
4,0.7288561117353534,0.7053500318964927,0.8522929071408759,0.4381006806668575
5,0.764140625,0.6126347652822733,0.8840625,0.35250927835702894
6,0.8058404446891804,0.5185374087140525,0.9101640029373456,0.29312096955347094
7,0.8241016789697954,0.461378888612113,0.9339809882021941,0.24820008887637438
8,0.8496829249220859,0.4047939572890158,0.9509035830000632,0.19746113462930287
9,0.868125,0.3527232267707586,0.9588425780841952,0.16793259076877634
10,0.8871802918609449,0.3055615117102651,0.9734375,0.12628710678468147
11,0.8984576841822285,0.27730522042693484,0.9817194191998329,0.10152037962796384
12,0.915916386131653,0.2331037923984144,0.9850621539747205,0.08496284961177428
13,0.9264855554778995,0.2114999615333191,0.9837041679724224,0.08665901566406632
14,0.9342362796570582,0.18407906489580192,0.9950903582993836,0.05223654994617918
15,0.9445705785688252,0.16264769900874543,0.9975,0.038943877154961226
16,0.9504423393141473,0.14677444132811815,0.9986420139977019,0.030280483717904948
17,0.9564706803460115,0.1279646334237111,0.9974929489250606,0.028547749223722056
18,0.9603851875095596,0.12160877669360619,0.999582158153139,0.019712503819686422
19,0.9662569482525485,0.09979725617600115,0.9994776976914238,0.01650189185655333
20,0.9725984498551632,0.08948473888611604,0.9997916666666666,0.012953493396441142
21,0.9758866358818765,0.07851242979439127,0.9997910790765695,0.011192383805416727
22,0.9765416601333442,0.07437489241672594,0.9998955395382848,0.009474751545146659
