epoch,acc,loss,val_acc,val_loss
0,0.596890326669815,1.2692223671494478,0.7763748305470612,0.5936201055313866
1,0.7819054576060126,0.5787880535378507,0.8659083794218929,0.35317545740953704
2,0.8562617606132717,0.40475068507260814,0.8605864552805671,0.36462968920014366
3,0.899405196814451,0.27895115945827587,0.9285192528435772,0.19787569660166665
4,0.9237190859869852,0.21735696789865813,0.9464677033301971,0.14956688437446428
5,0.9492851926279531,0.143051402212794,0.9134926433218903,0.2402576291102725
6,0.9567984974385552,0.12215259196871346,0.9655028224963412,0.09645547972526304
7,0.9663988313632135,0.0933167808162921,0.9624334760465068,0.1054687274107384
8,0.9720338099711651,0.08421237818328434,0.960555149744339,0.12737107447228124
9,0.9761655865517117,0.07075787415311673,0.9873734738599603,0.0366988631240531
10,0.9754774079098404,0.07618970362904748,0.9374934781397557,0.20559241562276273
11,0.978921005948033,0.06589423567188828,0.98810393404988,0.03954888172363738
12,0.9823646039862256,0.0507654544578514,0.9903826050595861,0.02800848724691658
13,0.9874778253156632,0.03601274314498486,0.9877908796827716,0.043132498053506135
14,0.987060419492852,0.04001908297616987,0.9965564019618074,0.011269701204555104
15,0.9882082855055828,0.037688801086467986,0.9862256078472295,0.04079494318293823
16,0.9921736408222894,0.02837752410933044,0.99405196702494,0.01912940208160527
17,0.9921736408222894,0.022137218340079704,0.9984347281644579,0.004751145441085914
18,0.9919506585824797,0.02354554981112169,0.9971825106960243,0.008137543440166336
19,0.9925910466451007,0.022725682383108518,0.9905916788626385,0.026831060439308937
20,0.9934258583902404,0.02360131144283331,0.9941563184806428,0.019125397794851794
21,0.9942606699363457,0.02163218428329595,0.9986434310758635,0.006327563123097913
22,0.9935302098459433,0.018187395174465052,0.9990608368986748,0.0029954141491807694
23,0.9948867786705624,0.01492646388488644,0.9963476990504018,0.013527133796273579
24,0.9902780681580597,0.029319601192123707,0.9958259417718878,0.01301705831172361
25,0.9948867786705624,0.01538851926230352,0.9931005644992682,0.02338997858495323
26,0.9919649379108838,0.023880069314544554,0.9858082020244182,0.045590065555261614
27,0.9953041844933737,0.014821705385924892,0.9992695398100804,0.0018929234131416267
28,0.9974911143633702,0.007178269095539437,0.997808619430241,0.008293773297371385
29,0.9967708333333334,0.009263521766267028,0.9982260252530523,0.005061447320844551
30,0.9970729667572653,0.009259051456650121,0.9989564854429719,0.002769672017386912
31,0.9936345613016461,0.021480368570285294,0.9977042679745383,0.006493340575263593
32,0.9951998330376709,0.018165473036266942,0.9965502822496342,0.010874396243595453
33,0.9968638929542128,0.010132024547794003,0.9990608368986748,0.004063690533325472
34,0.9960416666666667,0.015570494211200032,0.9995825941771888,0.001158923689069053
35,0.9975956512648965,0.00804718984267044,0.997286862151727,0.00756193305294526
36,0.9974955650631326,0.007409763252273746,0.9996869456328916,0.0009347368786526833
37,0.9965625,0.01074854893651415,0.995095481581968,0.013438422966964323
38,0.9969684298557391,0.008673986083850524,0.9996863892954213,0.0008578969676362071
39,0.9992695398100804,0.002435967129287447,0.9998956485442972,0.0002461619773876311
40,0.999478242721486,0.0019532001473703464,0.9998956485442972,0.0002161014112250971
41,0.9990591678862638,0.003696276968183834,0.9997912970885944,0.000552107511566575
42,0.9984347281644579,0.005192881387207273,0.9996869456328916,0.0006029839123508279
43,0.9968694563289158,0.008330068854958524,0.9986434310758635,0.002600009067529187
44,0.9983303767087551,0.007235129235795778,0.9716164040488365,0.14451168462999733
45,0.996765104873213,0.010578559705196233,0.9932051014007944,0.02536901435392966
46,0.9962433475946989,0.01006447473581899,0.9993738912657831,0.0025867825358570394
47,0.9968694563289158,0.012936460975776767,0.9991651883543775,0.003057858304939727
48,0.9962433475946989,0.012902427211499307,0.994573724303454,0.0168014367598628
49,0.9943650213920484,0.01633721717392556,0.9987477825315663,0.0031355849521544263
50,0.9957139871371183,0.012034283054577627,0.9966607534175101,0.010617938726690868
51,0.9962433475946989,0.009304000456476766,0.9989546309847376,0.00362839555781264
52,0.9964520505061045,0.010097126334960555,0.9990608368986748,0.002916099841789442
