epoch,acc,loss,val_acc,val_loss
0,0.3660264483627204,1.833755002063828,0.5719507101086049,1.0742463772757012
1,0.5857904642409034,1.0407721650794877,0.7115787269681743,0.7492577586341743
2,0.7128293601003765,0.7470728376952738,0.7460217755443886,0.6389150591551559
3,0.8081869510664994,0.5166469710683882,0.856574539363484,0.40212952384297773
4,0.8743726474278545,0.3374437618360316,0.9016959798994975,0.27483019462382574
5,0.9113864491844417,0.2455711566108084,0.902324120603015,0.26220305597213045
6,0.9461586901763224,0.15474603016408026,0.9699539363484088,0.08097184903395535
7,0.9509096612296111,0.15031746566445195,0.9701336675020885,0.0912971189595703
8,0.9524780426599749,0.13893325967127587,0.9416876046901173,0.18866031487913837
9,0.9650503778337531,0.10333921454884393,0.9591708542713567,0.13124065078204886
10,0.97078125,0.09073577241972089,0.9662897822445561,0.1043310049142052
11,0.9757556675062973,0.07337465289462902,0.989321608040201,0.033225212110654205
12,0.9644206549118388,0.10860896750789614,0.9377093802345059,0.1901124552815803
13,0.97578125,0.08268182310159318,0.9753978224455612,0.08262087195950608
14,0.9778022670025189,0.07180452037289485,0.9415204678362573,0.18246014516430292
15,0.9830614805520702,0.05724392763784195,0.9880653266331658,0.0354076164598889
16,0.9852572145545797,0.04664826621897425,0.9719430485762144,0.0807328482671431
17,0.9849435382685069,0.04951013074317243,0.9192839195979899,0.25490493670112174
0,0.989021329987453,0.03589394375205115,0.9995822890559732,0.0029647931443290425
1,0.9955919395465995,0.015857472321618542,0.9997906197654941,0.0019313655775202727
2,0.9951380175658721,0.01609188245094955,0.9994765494137353,0.001706039019087528
3,0.9967063989962359,0.009731536556354874,0.9995812395309883,0.0012324920655519967
4,0.997961104140527,0.008879821039116947,0.9995812395309883,0.000873407362072996
