epoch,acc,loss,val_acc,val_loss
0,0.4754867130667882,1.5500841066717712,0.5509013233239966,1.2066782979626351
1,0.7232015921983456,0.7260773733898018,0.8156139252271308,0.49902220514880785
2,0.8301833167119478,0.4677825826837611,0.8980931541106596,0.27729938206504234
3,0.8963068181818182,0.2963247413154353,0.9631019387116948,0.10719221201157425
4,0.9299118564079388,0.20684879739870224,0.9480045846542791,0.14906242280046406
5,0.9469944577893361,0.1512965462933519,0.9456952260836279,0.1552693951849344
6,0.9602103168201731,0.11741818663188641,0.9825987287694071,0.04898086020087741
7,0.9643313910653853,0.0998513983673495,0.9730039608088389,0.07624010425406569
8,0.9747051300270001,0.08044801842110544,0.9259143482462446,0.23464300325479037
9,0.982663066495256,0.05703235163988779,0.9927037731915781,0.02256164129591368
10,0.9859255046914984,0.03967805826633465,0.9887464832760238,0.03553552576852637
11,0.9795454545454545,0.06334136527867402,0.9875964143697684,0.035351774995913195
12,0.9842262327696462,0.05031608661518392,0.9839533186895445,0.04537155837650515
13,0.9857893988915731,0.04418042483155245,0.9953095684803002,0.01205896383641463
14,0.9890578371465113,0.028593097001746143,0.96780243820606,0.10577449170435681
15,0.9877736707421098,0.033995077260520326,0.9928080050031269,0.027886181715035693
16,0.9882052010800056,0.037547814872389014,0.9835365218297385,0.05132549658669626
17,0.9937473355122922,0.017769919054202915,0.9917656868317238,0.025473938527944745
18,0.9909052152906068,0.03193602719822896,0.9898926747383097,0.028568583226878098
19,0.9931789114679551,0.019291691378745823,0.9911402959065162,0.02341417910455009
